image_id,width_cm,height_cm,size_cm2,aspect_ratio,medium,style,artist_experience_years,artist_previous_sales,artist_reputation_score,country,is_original,edition_size,condition,year_created,time_taken_hours,ai_quality_score,ai_authenticity_score,image_brightness_score,image_contrast_score,composition_score,color_harmony_score,subject_complexity_score,market_demand_index,price_usd
ART_01270,80,111,8880,0.72,watercolor,conceptual,20,198,4.56,India,0,73,good,2018,85,0.99,0.50,0.80,0.75,0.97,0.62,0.71,0.91,1831.07
ART_01271,106,62,6572,1.71,pastel,minimalism,24,157,4.94,India,0,18,fair,2007,130,0.95,0.72,0.63,0.82,0.99,0.71,0.64,0.65,1800.52
ART_01272,133,21,2793,6.33,acrylic,minimalism,4,2,3.93,Bangladesh,1,1,excellent,1993,145,0.93,0.88,0.55,0.42,0.99,0.99,0.78,0.94,2089.77
ART_01273,61,24,1464,2.54,watercolor,pop_art,4,51,3.86,Bangladesh,0,80,fair,2014,190,0.89,0.64,0.53,0.80,0.90,0.72,0.44,0.78,298.57
ART_01274,96,155,14880,0.62,oil,realism,10,115,4.57,UK,0,46,good,2001,91,0.82,0.76,0.86,0.95,0.90,0.95,0.78,0.57,3144.89
ART_01275,37,57,2109,0.65,ink,landscape,18,0,4.43,Turkey,0,72,excellent,1995,109,0.99,0.61,0.85,0.81,0.57,0.53,0.35,0.76,536.06
ART_01276,137,120,16440,1.14,pastel,landscape,18,220,3.59,Bangladesh,1,1,new,2001,237,0.99,0.92,0.56,0.33,0.98,0.69,0.26,0.77,5932.72
ART_01277,36,134,4824,0.27,watercolor,pop_art,16,380,5.34,Japan,0,79,fair,2017,194,0.99,0.87,0.85,0.59,0.83,0.62,0.28,0.65,1376.28
ART_01278,147,131,19257,1.12,gouache,expressionism,14,400,4.19,UK,1,1,excellent,2026,176,0.99,0.85,0.31,0.77,0.55,0.99,0.39,0.43,3653.01
ART_01279,92,106,9752,0.87,gouache,surrealism,0,80,2.91,Turkey,1,1,good,2016,172,0.82,0.77,0.57,0.51,0.99,0.88,0.95,0.95,2625.03
ART_01280,137,116,15892,1.18,oil,landscape,11,242,3.65,Turkey,1,1,excellent,1992,176,0.99,0.91,0.45,0.42,0.71,0.97,0.92,0.53,5947.02
ART_01281,92,154,14168,0.60,watercolor,impressionism,1,351,5.51,Pakistan,1,1,good,2015,227,0.91,0.87,0.80,0.79,0.96,0.95,0.27,0.81,5622.11
ART_01282,95,142,13490,0.67,ink,realism,8,202,4.07,USA,1,1,good,2011,201,0.94,0.85,0.66,0.36,0.57,0.92,0.39,0.88,2775.26
ART_01283,106,156,16536,0.68,pastel,portrait,5,3,4.45,Bangladesh,0,18,excellent,1994,206,0.77,0.70,0.45,0.39,0.61,0.82,0.96,0.92,3170.10
ART_01284,43,146,6278,0.29,pastel,expressionism,5,146,3.78,Italy,1,1,good,2011,220,0.91,0.72,0.57,0.64,0.87,0.56,0.36,0.84,1791.13
ART_01285,117,32,3744,3.66,watercolor,portrait,4,11,3.53,Italy,0,36,good,2009,26,0.66,0.51,0.73,0.92,0.82,0.93,0.78,0.75,571.51
ART_01286,97,74,7178,1.31,ink,conceptual,24,292,3.85,Pakistan,1,1,fair,2014,94,0.99,0.57,0.53,0.55,0.97,0.63,0.31,0.54,1765.40
ART_01287,54,49,2646,1.10,watercolor,conceptual,10,156,4.30,Turkey,1,1,good,2025,48,0.88,0.94,0.65,0.70,0.99,0.85,0.47,0.88,1229.31
ART_01288,58,36,2088,1.61,oil,abstract,14,35,4.89,Pakistan,0,31,excellent,1997,60,0.85,0.71,0.83,0.77,0.64,0.58,0.88,0.92,1322.96
ART_01289,47,131,6157,0.36,watercolor,conceptual,17,72,4.45,Italy,1,1,good,2009,219,0.99,0.77,0.90,0.93,0.70,0.72,0.50,0.46,1760.39
ART_01290,133,98,13034,1.36,acrylic,landscape,16,378,4.45,Japan,1,1,new,1994,137,0.99,0.87,0.38,0.51,0.94,0.67,0.36,0.72,6259.04
ART_01291,38,89,3382,0.43,ink,impressionism,18,0,4.70,Canada,0,8,fair,1999,177,0.66,0.81,0.72,0.64,0.71,0.49,0.31,0.42,632.30
ART_01292,103,64,6592,1.61,charcoal,pop_art,4,49,3.60,Turkey,0,45,new,1995,126,0.91,0.83,0.61,0.31,0.76,0.50,0.25,0.63,1113.58
ART_01293,108,123,13284,0.88,pastel,portrait,20,26,5.09,UAE,0,23,new,2018,240,0.99,0.51,0.63,0.52,0.99,0.70,0.69,0.97,4389.35
ART_01294,113,58,6554,1.95,oil,surrealism,20,153,4.29,UK,0,48,new,1998,72,0.93,0.84,0.33,0.93,0.85,0.59,0.67,0.78,3310.82
ART_01295,32,146,4672,0.22,charcoal,realism,18,153,5.24,India,1,1,new,2011,130,0.99,0.71,0.85,0.55,0.59,0.97,0.88,0.53,2466.39
ART_01296,123,135,16605,0.91,gouache,minimalism,23,90,4.15,Bangladesh,1,1,fair,2024,201,0.99,0.86,0.77,0.38,0.67,0.65,0.37,0.84,3718.93
ART_01297,105,73,7665,1.44,mixed_media,realism,6,267,4.83,India,1,1,fair,2020,174,0.93,0.76,0.29,0.52,0.68,0.49,0.86,0.85,3230.89
ART_01298,97,33,3201,2.94,digital,surrealism,7,249,3.79,Italy,0,16,fair,2025,104,0.83,0.50,0.80,0.85,0.85,0.68,0.33,0.95,951.93
ART_01299,154,99,15246,1.56,pastel,landscape,9,399,4.63,Turkey,1,1,good,2007,144,0.99,0.65,0.53,0.45,0.70,0.85,0.61,0.58,4159.13
ART_01300,124,131,16244,0.95,digital,portrait,25,42,3.94,USA,1,1,excellent,1996,102,0.86,0.76,0.29,0.77,0.99,0.72,0.29,0.72,4825.20
ART_01301,116,48,5568,2.42,watercolor,impressionism,12,58,4.85,Canada,1,1,good,2017,210,0.97,0.69,0.30,0.42,0.91,0.95,0.43,0.87,2575.12
ART_01302,21,109,2289,0.19,digital,landscape,14,45,4.09,Bangladesh,1,1,new,2003,125,0.99,0.60,0.81,0.91,0.66,0.55,0.72,0.57,1053.57
ART_01303,49,38,1862,1.29,mixed_media,minimalism,9,265,3.46,UK,1,1,good,2017,132,0.93,0.87,0.59,0.61,0.63,0.67,0.85,0.88,1195.87
ART_01304,30,63,1890,0.48,watercolor,conceptual,13,127,5.33,Italy,1,1,excellent,1996,73,0.99,0.88,0.59,0.69,0.56,0.72,0.51,0.49,970.59
ART_01305,91,53,4823,1.72,mixed_media,expressionism,16,164,3.66,UK,1,1,fair,1993,246,0.83,0.67,0.78,0.36,0.69,0.56,0.29,0.51,1575.56
ART_01306,101,69,6969,1.46,digital,portrait,24,94,3.67,Germany,0,80,fair,2011,240,0.88,0.52,0.40,0.49,0.99,0.76,0.81,0.78,1277.59
ART_01307,72,119,8568,0.61,oil,expressionism,16,2,4.35,Bangladesh,0,27,good,2001,57,0.71,0.79,0.43,0.45,0.94,0.69,0.49,0.85,3072.31
ART_01308,113,53,5989,2.13,acrylic,realism,22,391,5.31,USA,0,9,excellent,2008,194,0.96,0.73,0.56,0.93,0.62,0.92,0.62,0.82,3481.79
ART_01309,85,123,10455,0.69,ink,realism,14,380,5.59,UAE,1,1,new,2009,162,0.99,0.74,0.82,0.75,0.85,0.93,0.75,0.95,6197.22
ART_01310,25,154,3850,0.16,oil,surrealism,23,342,4.33,UAE,1,1,excellent,1991,78,0.99,0.61,0.32,0.71,0.61,0.57,0.65,0.76,3895.32
ART_01311,109,39,4251,2.79,pastel,abstract,3,27,4.79,Italy,0,12,new,2021,231,0.75,0.86,0.36,0.79,0.74,0.88,0.77,0.88,1356.49
ART_01312,123,90,11070,1.37,pastel,conceptual,13,169,3.40,Japan,1,1,fair,2018,52,0.93,0.68,0.78,0.59,0.61,0.72,0.63,0.48,1585.64
ART_01313,92,137,12604,0.67,oil,landscape,23,308,4.29,Turkey,1,1,new,2004,96,0.99,0.87,0.62,0.67,0.77,0.84,0.40,0.63,6301.68
ART_01314,102,32,3264,3.19,mixed_media,expressionism,22,342,5.15,Canada,1,1,excellent,2011,190,0.99,0.59,0.51,0.84,0.72,0.50,0.40,0.48,1855.47
ART_01315,48,98,4704,0.49,oil,portrait,18,148,3.47,Canada,1,1,good,2020,31,0.99,0.79,0.49,0.82,0.85,0.52,0.90,0.88,2952.25
ART_01316,81,65,5265,1.25,mixed_media,minimalism,5,14,4.01,USA,1,1,fair,1995,20,0.92,0.74,0.88,0.52,0.92,0.58,0.45,0.54,1367.63
ART_01317,32,45,1440,0.71,watercolor,pop_art,2,165,4.25,Pakistan,1,1,good,2016,202,0.99,0.65,0.67,0.87,0.97,0.52,0.37,0.81,846.11
ART_01318,105,128,13440,0.82,oil,minimalism,22,86,3.26,Pakistan,1,1,excellent,2005,81,0.99,0.85,0.49,0.72,0.83,0.90,0.93,0.96,5826.90
ART_01319,110,149,16390,0.74,digital,pop_art,18,26,5.19,Japan,1,1,good,2019,219,0.99,0.95,0.30,0.88,0.71,0.57,0.62,0.42,2897.00
ART_01320,152,67,10184,2.27,acrylic,realism,25,0,4.52,Japan,1,1,excellent,2000,58,0.92,0.75,0.88,0.65,0.71,0.73,0.63,0.48,3973.12
ART_01321,117,158,18486,0.74,pastel,expressionism,11,0,4.58,France,0,14,excellent,2011,50,0.85,0.68,0.41,0.53,0.95,0.86,0.31,0.97,3279.74
ART_01322,46,147,6762,0.31,pastel,conceptual,25,103,4.11,UK,0,9,new,2020,199,0.99,0.53,0.54,0.48,0.99,0.99,0.34,0.73,1921.22
ART_01323,121,139,16819,0.87,mixed_media,minimalism,12,310,4.72,UAE,1,1,new,1991,65,0.99,0.66,0.32,0.83,0.65,0.63,0.33,0.95,6691.04
ART_01324,28,21,588,1.33,gouache,abstract,19,234,5.63,Pakistan,0,29,good,2012,23,0.96,0.86,0.87,0.77,0.84,0.58,0.46,0.52,447.18
ART_01325,146,153,22338,0.95,charcoal,realism,14,331,5.06,Bangladesh,1,1,good,1993,185,0.93,0.58,0.64,0.50,0.99,0.69,0.97,0.64,6772.64
ART_01326,131,75,9825,1.75,gouache,pop_art,8,146,3.80,Italy,1,1,fair,2006,88,0.76,0.87,0.51,0.44,0.67,0.70,0.53,0.58,1676.51
ART_01327,88,23,2024,3.83,oil,impressionism,23,91,5.29,UAE,0,26,new,2022,234,0.99,0.58,0.70,0.68,0.63,0.51,0.86,0.59,1419.74
ART_01328,46,85,3910,0.54,pastel,pop_art,13,59,4.25,Germany,1,1,new,1993,16,0.83,0.78,0.51,0.93,0.91,0.72,0.96,0.55,1343.83
ART_01329,149,50,7450,2.98,mixed_media,portrait,5,17,2.75,Canada,1,1,excellent,2000,190,0.69,0.63,0.73,0.64,0.73,0.83,0.42,0.61,1733.08
ART_01330,153,69,10557,2.22,oil,portrait,19,28,4.02,Italy,1,1,excellent,2001,238,0.89,0.58,0.38,0.89,0.66,0.83,0.33,0.96,4690.31
ART_01331,107,60,6420,1.78,watercolor,pop_art,21,283,4.67,Turkey,0,58,fair,2014,15,0.99,0.84,0.62,0.31,0.67,0.52,0.95,0.83,1881.85
ART_01332,25,92,2300,0.27,gouache,conceptual,13,1,4.48,Turkey,1,1,excellent,1990,132,0.98,0.82,0.77,0.72,0.68,0.64,0.44,0.77,1054.20
ART_01333,79,119,9401,0.66,gouache,realism,19,387,4.00,Pakistan,1,1,good,2020,38,0.99,0.71,0.35,0.39,0.93,0.55,0.25,0.53,2473.80
ART_01334,106,154,16324,0.69,watercolor,minimalism,6,275,3.32,UK,0,44,good,1996,35,0.99,0.58,0.78,0.39,0.55,0.53,0.57,0.92,2034.56
ART_01335,44,62,2728,0.71,oil,landscape,21,402,4.33,Canada,1,1,fair,2022,186,0.99,0.61,0.63,0.46,0.99,0.92,0.85,0.62,2405.33
ART_01336,89,110,9790,0.81,digital,abstract,14,17,4.34,UK,1,1,fair,2021,203,0.75,0.63,0.42,0.82,0.56,0.62,0.96,0.76,2254.32
ART_01337,155,35,5425,4.43,oil,realism,8,222,3.34,France,1,1,fair,2007,81,0.99,0.85,0.70,0.48,0.85,0.50,0.88,0.75,2294.46
ART_01338,30,68,2040,0.44,digital,impressionism,1,194,4.50,Italy,1,1,excellent,1995,18,0.99,0.71,0.37,0.51,0.89,0.64,0.41,0.76,1142.66
ART_01339,34,49,1666,0.69,digital,impressionism,4,45,4.05,Germany,1,1,new,2002,149,0.68,0.62,0.61,0.64,0.62,0.69,0.83,0.88,778.99
ART_01340,70,146,10220,0.48,digital,surrealism,12,60,4.03,Japan,1,1,excellent,2012,14,0.74,0.94,0.38,0.47,0.83,0.63,0.42,0.98,3084.89
ART_01341,136,104,14144,1.31,ink,expressionism,17,349,3.51,Italy,1,1,excellent,2015,217,0.99,0.74,0.33,0.70,0.74,0.76,0.89,0.87,3816.19
ART_01342,107,71,7597,1.51,mixed_media,pop_art,25,76,5.20,Japan,1,1,good,2021,191,0.99,0.65,0.77,0.33,0.89,0.52,0.56,0.86,4249.14
ART_01343,113,30,3390,3.77,charcoal,surrealism,8,169,4.24,Pakistan,1,1,good,2011,101,0.79,0.84,0.70,0.91,0.65,0.62,0.84,0.62,1368.46
ART_01344,82,117,9594,0.70,charcoal,abstract,9,40,3.49,France,1,1,new,2024,151,0.91,0.68,0.47,0.91,0.58,0.82,0.53,0.53,2031.85
ART_01345,139,87,12093,1.60,watercolor,abstract,23,1,3.00,UK,1,1,good,2010,238,0.89,0.82,0.74,0.41,0.99,0.81,0.30,0.53,2619.73
ART_01346,61,122,7442,0.50,oil,impressionism,11,214,5.50,Bangladesh,1,1,new,2014,151,0.98,0.57,0.65,0.44,0.65,0.51,0.42,0.52,3893.55
ART_01347,96,123,11808,0.78,ink,minimalism,24,0,4.56,Pakistan,0,34,good,2005,235,0.90,0.52,0.31,0.49,0.91,0.84,0.73,0.64,2019.85
ART_01348,99,99,9801,1.00,ink,impressionism,20,129,5.40,UK,1,1,excellent,2017,167,0.99,0.59,0.44,0.32,0.67,0.87,0.86,0.57,2755.70
ART_01349,134,108,14472,1.24,digital,landscape,22,177,5.22,UAE,1,1,good,2008,134,0.91,0.85,0.59,0.74,0.59,0.76,0.72,0.75,5250.70
ART_01350,35,63,2205,0.56,watercolor,pop_art,12,258,4.91,France,1,1,excellent,1999,55,0.99,0.94,0.71,0.69,0.74,0.76,0.84,0.91,1967.85
ART_01351,54,94,5076,0.57,digital,realism,1,83,2.86,Italy,1,1,excellent,1990,195,0.99,0.64,0.80,0.78,0.89,0.91,0.80,0.63,1793.64
ART_01352,34,154,5236,0.22,gouache,minimalism,13,188,3.95,USA,1,1,good,2010,85,0.99,0.57,0.81,0.83,0.86,0.75,0.32,0.44,1434.72
ART_01353,23,119,2737,0.19,ink,conceptual,16,194,5.05,UAE,1,1,good,2014,39,0.99,0.92,0.41,0.58,0.99,0.72,0.76,0.65,1237.30
ART_01354,151,47,7097,3.21,pastel,surrealism,21,37,4.43,Bangladesh,0,18,fair,2008,103,0.93,0.51,0.90,0.72,0.99,0.87,0.53,0.67,1862.76
ART_01355,159,97,15423,1.64,mixed_media,abstract,20,118,4.69,UK,1,1,good,1996,108,0.98,0.58,0.61,0.79,0.99,0.77,0.57,0.83,8118.42
ART_01356,87,106,9222,0.82,acrylic,surrealism,3,216,4.05,Turkey,0,70,good,2011,200,0.99,0.71,0.36,0.42,0.72,0.68,0.41,0.53,1519.47
ART_01357,73,117,8541,0.62,charcoal,expressionism,25,199,5.71,Pakistan,1,1,good,2011,225,0.99,0.61,0.86,0.51,0.88,0.87,0.63,0.44,3439.52
ART_01358,144,60,8640,2.40,oil,expressionism,14,225,4.03,Bangladesh,0,65,good,1994,200,0.98,0.54,0.29,0.50,0.65,0.64,0.86,0.58,2346.47
ART_01359,151,89,13439,1.70,watercolor,expressionism,9,159,4.06,India,1,1,fair,2012,24,0.99,0.56,0.76,0.60,0.98,0.67,0.33,0.72,2404.17
ART_01360,22,149,3278,0.15,gouache,impressionism,8,396,4.01,Germany,0,9,excellent,2011,85,0.99,0.82,0.86,0.85,0.98,0.69,0.62,0.72,1700.86
ART_01361,95,104,9880,0.91,ink,expressionism,14,372,4.32,Japan,0,77,new,2023,223,0.99,0.66,0.86,0.62,0.92,0.60,0.86,0.64,1912.72
ART_01362,51,154,7854,0.33,mixed_media,conceptual,12,235,5.24,Canada,0,78,fair,1992,60,0.99,0.78,0.51,0.87,0.91,0.85,0.75,0.89,2841.94
ART_01363,150,155,23250,0.97,oil,expressionism,7,143,4.59,Bangladesh,1,1,excellent,2004,108,0.99,0.57,0.73,0.86,0.99,0.97,0.84,0.89,10233.39
ART_01364,32,20,640,1.60,digital,abstract,17,0,4.17,Turkey,0,38,fair,1994,106,0.64,0.61,0.48,0.80,0.62,0.83,0.35,0.65,241.19
ART_01365,56,85,4760,0.66,pastel,portrait,20,274,3.86,Italy,1,1,new,2021,54,0.99,0.86,0.73,0.62,0.81,0.79,0.86,0.86,2388.09
ART_01366,128,134,17152,0.96,mixed_media,expressionism,25,45,4.26,UK,1,1,fair,2018,138,0.88,0.85,0.65,0.47,0.74,0.69,0.75,0.54,3674.00
ART_01367,88,84,7392,1.05,ink,expressionism,24,266,4.79,France,0,36,excellent,2016,17,0.99,0.69,0.71,0.40,0.76,0.90,0.96,0.53,1872.79
ART_01368,109,153,16677,0.71,charcoal,minimalism,10,22,3.65,UK,1,1,fair,2013,149,0.99,0.74,0.77,0.40,0.99,0.72,0.38,0.76,2235.48
ART_01369,105,22,2310,4.77,watercolor,portrait,19,91,3.55,Germany,1,1,fair,2000,231,0.99,0.93,0.80,0.67,0.64,0.80,0.50,0.85,1309.97
ART_01370,158,143,22594,1.10,ink,pop_art,23,84,3.35,USA,1,1,fair,1996,62,0.92,0.76,0.35,0.37,0.86,0.77,0.49,0.95,3363.13
ART_01371,77,142,10934,0.54,acrylic,abstract,19,140,3.95,India,0,84,new,1998,167,0.95,0.62,0.87,0.57,0.82,0.92,0.66,0.88,2957.14
ART_01372,100,96,9600,1.04,mixed_media,pop_art,18,122,5.61,USA,1,1,new,1990,154,0.99,0.63,0.65,0.89,0.89,0.75,0.72,0.77,5576.12
ART_01373,123,75,9225,1.64,charcoal,surrealism,4,293,3.57,Italy,1,1,new,2017,141,0.76,0.73,0.89,0.68,0.68,0.77,0.91,0.86,2870.51
ART_01374,35,124,4340,0.28,gouache,minimalism,10,0,5.01,Germany,0,36,fair,1997,227,0.55,0.51,0.29,0.68,0.96,0.64,0.51,0.71,692.10
ART_01375,59,33,1947,1.79,oil,impressionism,12,414,4.21,Turkey,1,1,good,2021,135,0.81,0.59,0.40,0.34,0.65,0.50,0.55,0.44,1213.47
ART_01376,73,129,9417,0.57,charcoal,impressionism,23,242,5.81,Turkey,1,1,good,2007,12,0.99,0.76,0.34,0.81,0.77,0.67,0.40,0.71,3320.10
ART_01377,70,79,5530,0.89,watercolor,expressionism,21,46,4.33,Japan,1,1,excellent,2000,46,0.99,0.70,0.58,0.67,0.99,0.65,0.77,0.94,3297.10
ART_01378,141,23,3243,6.13,ink,abstract,14,304,4.80,USA,1,1,fair,1993,48,0.99,0.86,0.62,0.67,0.78,0.69,0.51,0.55,1486.50
ART_01379,74,130,9620,0.57,mixed_media,conceptual,25,5,4.66,Italy,1,1,new,2003,56,0.99,0.58,0.43,0.77,0.55,0.98,0.70,0.76,4864.93
ART_01380,117,60,7020,1.95,ink,realism,18,158,4.66,UAE,1,1,fair,2009,44,0.99,0.88,0.66,0.54,0.77,0.66,0.53,0.64,2025.44
ART_01381,121,84,10164,1.44,pastel,realism,16,9,4.92,Germany,0,38,excellent,2018,238,0.84,0.60,0.41,0.31,0.75,0.66,0.95,0.77,1961.55
ART_01382,65,26,1690,2.50,charcoal,landscape,0,31,3.65,USA,1,1,fair,2004,112,0.99,0.61,0.87,0.74,0.55,0.96,0.32,0.98,622.13
ART_01383,146,25,3650,5.84,acrylic,expressionism,10,396,4.49,Pakistan,1,1,fair,2012,77,0.99,0.65,0.52,0.39,0.62,0.53,0.27,0.75,1577.06
ART_01384,60,117,7020,0.51,oil,expressionism,21,39,4.39,Pakistan,1,1,excellent,2013,45,0.99,0.69,0.41,0.85,0.69,0.66,0.46,0.97,3394.22
ART_01385,63,28,1764,2.25,oil,minimalism,19,388,5.61,Pakistan,1,1,excellent,1996,14,0.99,0.83,0.40,0.56,0.63,0.75,0.54,0.76,2408.01
ART_01386,77,127,9779,0.61,digital,realism,19,408,4.41,Turkey,0,10,excellent,2003,127,0.99,0.75,0.75,0.94,0.70,0.84,0.78,0.44,3256.07
ART_01387,121,119,14399,1.02,charcoal,minimalism,5,134,4.63,Japan,1,1,new,2009,227,0.74,0.94,0.48,0.88,0.55,0.74,0.57,0.56,2789.63
ART_01388,24,93,2232,0.26,mixed_media,conceptual,7,28,5.18,Pakistan,1,1,new,2001,209,0.84,0.86,0.61,0.89,0.99,0.64,0.39,0.55,1252.67
ART_01389,98,87,8526,1.13,oil,pop_art,6,121,3.68,Japan,1,1,new,1994,24,0.95,0.88,0.52,0.83,0.98,0.90,0.49,0.53,3841.81
ART_01390,148,73,10804,2.03,acrylic,pop_art,12,17,3.69,Pakistan,1,1,new,2007,127,0.88,0.64,0.42,0.45,0.81,0.74,0.30,0.94,3230.56
ART_01391,135,32,4320,4.22,acrylic,impressionism,25,81,3.25,Bangladesh,1,1,fair,2007,162,0.95,0.93,0.56,0.60,0.68,0.86,0.63,0.46,1832.41
ART_01392,57,123,7011,0.46,watercolor,portrait,18,339,3.76,Pakistan,1,1,excellent,2014,230,0.99,0.95,0.77,0.79,0.93,0.86,0.47,0.43,3076.21
ART_01393,51,155,7905,0.33,acrylic,impressionism,5,37,4.40,Italy,1,1,good,2019,50,0.99,0.90,0.39,0.38,0.80,0.75,0.96,0.98,3818.47
ART_01394,80,106,8480,0.75,ink,impressionism,7,55,4.47,Italy,1,1,fair,1991,38,0.99,0.84,0.86,0.51,0.81,0.77,0.33,0.48,1406.05
ART_01395,109,134,14606,0.81,oil,realism,14,58,4.00,USA,1,1,new,2006,112,0.99,0.85,0.83,0.50,0.60,0.99,0.64,0.59,6005.86
ART_01396,105,75,7875,1.40,gouache,conceptual,8,378,4.39,UK,1,1,fair,1994,153,0.92,0.85,0.30,0.83,0.99,0.82,0.54,0.82,2537.13
ART_01397,79,133,10507,0.59,charcoal,expressionism,1,327,3.68,Japan,1,1,excellent,2022,236,0.90,0.85,0.68,0.45,0.57,0.91,0.43,0.83,3061.84
ART_01398,99,132,13068,0.75,oil,realism,0,175,4.12,UAE,1,1,good,2008,148,0.80,0.88,0.43,0.84,0.95,0.98,0.48,0.88,4714.53
ART_01399,24,133,3192,0.18,watercolor,portrait,2,385,5.08,Pakistan,0,76,new,1992,19,0.99,0.57,0.65,0.59,0.99,0.81,0.91,0.97,1395.08
ART_01400,56,83,4648,0.67,gouache,surrealism,8,28,3.33,Japan,1,1,new,2020,60,0.75,0.85,0.30,0.47,0.75,0.63,0.30,0.73,994.72
ART_01401,44,47,2068,0.94,gouache,realism,19,392,5.16,France,1,1,good,1990,154,0.89,0.83,0.86,0.50,0.86,0.69,0.64,0.99,2352.21
ART_01402,81,147,11907,0.55,pastel,portrait,2,222,4.01,USA,1,1,new,2016,103,0.90,0.62,0.56,0.49,0.78,0.66,0.83,0.77,3306.45
ART_01403,155,63,9765,2.46,mixed_media,conceptual,20,115,3.94,Pakistan,0,72,good,2011,196,0.99,0.78,0.57,0.88,0.87,0.64,0.52,0.45,2014.45
ART_01404,130,148,19240,0.88,ink,impressionism,12,409,4.03,India,1,1,new,2014,168,0.95,0.78,0.66,0.50,0.90,0.54,0.95,0.55,5417.55
ART_01405,58,26,1508,2.23,acrylic,realism,16,32,4.21,Italy,0,6,fair,2005,18,0.95,0.71,0.32,0.75,0.99,0.66,0.43,0.94,980.93
ART_01406,145,40,5800,3.63,charcoal,portrait,0,73,2.82,USA,1,1,new,1995,120,0.99,0.85,0.65,0.37,0.95,0.79,0.56,0.45,1184.43
ART_01407,146,37,5402,3.95,ink,impressionism,10,130,3.59,Italy,0,80,fair,2006,208,0.89,0.52,0.57,0.61,0.95,0.90,0.32,0.43,557.84
ART_01408,144,139,20016,1.04,oil,landscape,22,95,4.38,India,0,70,excellent,2020,230,0.99,0.66,0.46,0.37,0.86,0.63,0.60,0.97,4621.15
ART_01409,48,147,7056,0.33,acrylic,impressionism,15,337,4.42,UAE,1,1,fair,2005,129,0.99,0.78,0.71,0.88,0.82,0.52,0.26,0.54,2401.51
ART_01410,95,21,1995,4.52,watercolor,impressionism,11,1,2.89,Japan,1,1,new,2004,155,0.80,0.95,0.34,0.33,0.81,0.96,0.39,0.67,813.87
ART_01411,103,54,5562,1.91,oil,conceptual,6,1,4.33,Pakistan,1,1,fair,2009,248,0.90,0.70,0.86,0.87,0.92,0.98,0.44,0.43,1852.91
ART_01412,25,63,1575,0.40,acrylic,expressionism,16,43,4.48,Turkey,1,1,new,2004,166,0.97,0.63,0.40,0.59,0.77,0.83,0.55,0.84,1424.87
ART_01413,100,80,8000,1.25,ink,conceptual,0,76,3.87,Japan,1,1,fair,2024,91,0.71,0.96,0.47,0.80,0.82,0.83,0.91,0.83,1330.51
ART_01414,72,144,10368,0.50,ink,realism,11,308,3.92,Italy,1,1,fair,2021,48,0.86,0.94,0.42,0.78,0.76,0.78,0.40,0.77,1946.29
ART_01415,44,62,2728,0.71,oil,portrait,21,99,4.03,France,1,1,excellent,1993,72,0.99,0.60,0.43,0.55,0.64,0.65,0.34,0.58,1521.78
ART_01416,149,65,9685,2.29,pastel,minimalism,11,92,2.96,Japan,1,1,good,2017,16,0.81,0.71,0.61,0.63,0.84,0.71,0.49,0.54,1352.11
ART_01417,53,137,7261,0.39,pastel,landscape,20,106,5.14,Bangladesh,1,1,excellent,2004,242,0.99,0.95,0.89,0.68,0.86,0.59,0.90,0.61,3102.04
ART_01418,74,156,11544,0.47,gouache,impressionism,25,83,3.43,Turkey,0,63,good,2024,172,0.99,0.60,0.81,0.33,0.72,0.53,0.31,0.95,2083.68
ART_01419,143,127,18161,1.13,pastel,realism,20,185,4.55,Germany,1,1,excellent,2013,27,0.99,0.74,0.65,0.51,0.73,0.99,0.81,0.73,5883.02
ART_01420,102,95,9690,1.07,charcoal,realism,13,246,5.72,Japan,1,1,good,2013,180,0.96,0.61,0.67,0.41,0.69,0.71,0.93,0.55,3401.29
ART_01421,49,40,1960,1.23,digital,minimalism,6,228,3.99,Pakistan,1,1,excellent,2007,199,0.76,0.89,0.62,0.45,0.84,0.83,0.95,0.87,1388.58
ART_01422,70,52,3640,1.35,mixed_media,surrealism,7,208,3.28,UAE,1,1,good,2026,28,0.99,0.64,0.31,0.72,0.62,0.57,0.75,0.56,1127.59
ART_01423,99,130,12870,0.76,charcoal,landscape,10,88,2.97,Germany,0,72,excellent,2012,82,0.98,0.83,0.35,0.37,0.99,0.87,0.54,0.73,1506.47
ART_01424,38,100,3800,0.38,digital,impressionism,11,349,5.65,Bangladesh,1,1,good,2001,163,0.99,0.66,0.49,0.93,0.61,0.77,0.86,0.87,2230.62
ART_01425,83,70,5810,1.19,mixed_media,pop_art,16,412,3.75,UK,1,1,new,1992,164,0.99,0.80,0.79,0.71,0.99,0.54,0.30,0.74,3531.24
ART_01426,155,34,5270,4.56,ink,impressionism,13,33,4.72,USA,1,1,fair,2000,202,0.82,0.85,0.59,0.43,0.58,0.59,0.91,0.88,1459.80
ART_01427,59,114,6726,0.52,digital,realism,15,7,4.50,Italy,1,1,good,2000,138,0.83,0.88,0.42,0.72,0.74,0.96,0.50,0.77,2167.69
ART_01428,132,40,5280,3.30,digital,realism,7,308,3.54,Germany,1,1,fair,2016,153,0.99,0.91,0.56,0.31,0.91,0.84,0.61,0.84,2267.83
ART_01429,107,140,14980,0.76,digital,surrealism,1,106,3.76,Japan,0,65,new,1991,167,0.98,0.67,0.77,0.33,0.57,0.80,0.72,0.82,2502.30
